Respondent_Serial,language,country,yyyymmdd,AgeGender,weight,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
4475,French,France,20210521,Men 21-25,1.0100925767293323, , , , , , , , , ,North East,25,man,France: North East,very,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,a little,not at all,very,not at all,moderately,a little,not at all
4477,English,Australia,20210521,Women 16-20,0.9157517225616252,South Australia, , , , , , , , , ,17,woman,Australia: South Australia,extremely,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,prefer not to say,very,a little,very,not at all,very,prefer not to say,not at all
4478,English,United Kingdom,20210521,Women 21-25,0.9122757883172335, , ,South, , , , , , , ,24,woman,United Kingdom: South,moderately,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,a little,prefer not to say,prefer not to say,yes,yes,yes,yes,yes,yes,no,prefer not to say,prefer not to say,a little,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say
4479,English,Australia,20210521,Women 21-25,0.8173620255376277,Australian Capital Territory, , , , , , , , , ,25,woman,Australia: Australian Capital Territory,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,moderately,very,a little,very,not at all,extremely,a little,not at all
4480,English,Australia,20210521,Men 16-20,1.1471480462743575,Australian Capital Territory, , , , , , , , , ,20,man,Australia: Australian Capital Territory,very,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,a little,yes,yes,no,yes,yes,yes,no,no,no,a little,a little,not at all,a little,not at all,moderately,not at all,a little,a little
4482,French,France,20210521,Men 16-20,0.9707145076462869, , , , , , , , , ,Centre,19,man,France: Centre,a little,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,a little,no,no,no,yes,no,no,no,yes,yes,very,very,a little,very,moderately,a little,very,moderately,moderately
4483,English,United States,20210521,Women 16-20,0.7595909307149366, ,Northwest/Northeast, , , , , , , , ,17,woman,United States: Northwest/Northeast,a little,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,a little,a little,not at all,not at all,not at all,not at all,prefer not to say,not at all
4485,English,United Kingdom,20210521,Women 21-25,0.9578710094154348, , ,North, , , , , , , ,25,woman,United Kingdom: North,moderately,yes,yes,yes,yes,no,prefer not to say,yes,yes,no,no,yes,no,no,prefer not to say,no,no,prefer not to say,yes,no,yes,yes,yes,no,moderately,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,yes,no,prefer not to say,prefer not to say,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
4487,English,Australia,20210521,Women 16-20,0.91285867084328,Victoria, , , , , , , , , ,18,woman,Australia: Victoria,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,a little,extremely,not at all,extremely,extremely,not at all
4488,Finnish,Finland,20210521,Men 16-20,1.003880491296018, , , , , , ,West Finland, , , ,20,man,Finland: West Finland,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,prefer not to say,no,no,yes,no,no,yes,I don't talk to other people about climate change,a little,no,yes,no,no,no,no,yes,prefer not to say,no,not at all,not at all,not at all,a little,not at all,not at all,not at all,a little,a little
4493,French,France,20210521,Men 16-20,0.9707145076462869, , , , , , , , , ,Centre,20,man,France: Centre,very,no,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,very,yes,no,no,no,no,yes,no,no,no,moderately,a little,moderately,a little,moderately,a little,moderately,moderately,moderately
4494,French,France,20210521,Men 21-25,1.0100925767293323, , , , , , , , , ,North East,21,man,France: North East,very,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,moderately,yes,yes,no,no,no,no,prefer not to say,yes,prefer not to say,not at all,prefer not to say,not at all,not at all,a little,a little,a little,not at all,not at all
4495,French,France,20210521,Men 21-25,1.2199602900435262, , , , , , , , , ,North West,23,man,France: North West,moderately,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,moderately,not at all,very,not at all,very,very,a little
4497,French,France,20210521,Men 16-20,1.0407025385210553, , , , , , , , , ,Ile de France,17,man,France: Ile de France,very,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,not at all,no,no,no,no,no,no,yes,no,yes,a little,very,moderately,a little,very,not at all,a little,not at all,not at all
4498,English,United Kingdom,20210521,Men 16-20,1.028027551765864, , ,Midlands, , , , , , , ,20,man,United Kingdom: Midlands,moderately,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,prefer not to say,no,prefer not to say,no,no,no,no,moderately,no,no,no,no,prefer not to say,no,no,no,no,a little,extremely,moderately,moderately,very,very,moderately,moderately,very
4499,Portuguese,Brazil,20210521,Men 16-20,1.4779229477043558, , , , , , , , ,South, ,20,man,Brazil: South,moderately,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,prefer not to say,yes,I don't talk to other people about climate change,very,no,no,no,no,no,yes,no,no,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
4500,Portuguese,Brazil,20210521,Men 16-20,1.5432146633405612, , , , , , , , ,Southeast, ,19,man,Brazil: Southeast,moderately,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,no,moderately,no,yes,yes,no,no,yes,yes,yes,no,very,moderately,not at all,moderately,a little,very,a little,very,a little
4503,French,France,20210521,Men 16-20,1.0407025385210553, , , , , , , , , ,Ile de France,20,man,France: Ile de France,a little,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,I don't talk to other people about climate change,not at all,no,no,no,no,no,no,yes,no,yes,a little,a little,not at all,not at all,not at all,not at all,not at all,not at all,not at all
4507,English,United States,20210521,Women 21-25,1.1942894157524253, ,Northwest/Northeast, , , , , , , , ,23,woman,United States: Northwest/Northeast,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,a little,extremely,not at all,extremely,extremely,not at all
4509,French,France,20210521,Men 21-25,1.0100925767293323, , , , , , , , , ,North East,23,man,France: North East,extremely,yes,yes,yes,yes,no,yes,yes,yes,prefer not to say,no,yes,yes,yes,no,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,yes,prefer not to say,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,prefer not to say,very,moderately,a little,very,not at all,prefer not to say,moderately,a little
4510,French,France,20210521,Men 16-20,1.2449118033951678, , , , , , , , , ,North West,20,man,France: North West,moderately,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,moderately,no,no,no,no,no,no,yes,yes,yes,moderately,not at all,a little,very,a little,a little,moderately,moderately,not at all
4512,English,United Kingdom,20210521,Men 21-25,1.0694221826080494, , ,North, , , , , , , ,25,man,United Kingdom: North,moderately,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,a little,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,not at all,a little,a little,not at all,a little,not at all,not at all,a little
4513,English,India,20210521,Men 21-25,0.8147417338887302, , , ,North India, , , , , , ,21,man,India: North India,extremely,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,extremely,extremely,moderately,very,extremely,moderately,moderately,not at all
4514,English,United Kingdom,20210521,Women 21-25,0.9061251320493839, , ,Midlands, , , , , , , ,23,woman,United Kingdom: Midlands,moderately,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,no,moderately,no,no,yes,yes,no,yes,yes,no,no,a little,a little,a little,moderately,a little,moderately,a little,not at all,moderately
4515,English,United Kingdom,20210521,Women 16-20,0.973762230263565, , ,Midlands, , , , , , , ,18,woman,United Kingdom: Midlands,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,moderately,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,moderately,very,moderately,moderately,a little,a little,not at all,moderately
4516,English,Australia,20210521,Men 21-25,1.132676677935844,South Australia, , , , , , , , , ,22,man,Australia: South Australia,very,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,yes,no,yes,yes,yes,no,very,very,very,moderately,very,very,moderately,very,a little
4518,Portuguese,Portugal,20210521,Women 21-25,0.6749451399178247, , , , , , , ,Lisboa & Tagus Valley, , ,23,woman,Portugal: Lisboa & Tagus Valley,very,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,not at all,no,no,yes,no,no,yes,yes,yes,yes,a little,moderately,moderately,a little,a little,not at all,very,a little,not at all
4520,Finnish,Finland,20210521,Men 21-25,1.0808990998993568, , , , , , ,West Finland, , , ,21,man,Finland: West Finland,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,a little,no,no,no,yes,no,no,yes,no,no,not at all,a little,not at all,not at all,not at all,a little,not at all,a little,not at all
4521,French,France,20210521,Men 21-25,1.0100925767293323, , , , , , , , , ,North East,23,man,France: North East,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,a little,no,yes,no,no,yes,yes,yes,no,yes,moderately,moderately,very,very,very,moderately,moderately,very,moderately
4522,English,United Kingdom,20210521,Women 16-20,0.9803719981125373, , ,South, , , , , , , ,18,woman,United Kingdom: South,moderately,yes,yes,prefer not to say,yes,yes,prefer not to say,prefer not to say,no,no,no,prefer not to say,no,yes,no,yes,prefer not to say,yes,prefer not to say,yes,no,no,yes,yes,moderately,yes,yes,prefer not to say,no,no,prefer not to say,yes,no,prefer not to say,not at all,not at all,prefer not to say,extremely,a little,moderately,very,a little,moderately
4523,English,United Kingdom,20210521,Men 16-20,1.0350056653631439, , ,South, , , , , , , ,17,man,United Kingdom: South,not worried,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,I don't talk to other people about climate change,moderately,no,no,yes,yes,yes,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all
4524,French,France,20210521,Women 16-20,1.0453907986638666, , , , , , , , , ,Centre,19,woman,France: Centre,moderately,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,no,no,no,no,no,no,no,very,very,very,very,very,very,very,very,very
4525,English,United States,20210521,Men 21-25,1.1253177796869565, ,South, , , , , , , , ,23,man,United States: South,very,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,prefer not to say,no,yes,no,a little,yes,no,no,no,no,no,yes,yes,yes,a little,a little,moderately,a little,not at all,a little,moderately,extremely,not at all
4526,English,United Kingdom,20210521,Women 16-20,0.9803719981125373, , ,South, , , , , , , ,18,woman,United Kingdom: South,very,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,very,very,not at all,very,not at all,very,very,not at all
4530,English,Philippines,20210521,Women 21-25,0.6408921343302343, , , , , ,Mindanao Super Region, , , , ,23,woman,Philippines: Mindanao Super Region,very,yes,no,yes,yes,yes,prefer not to say,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,moderately,yes,yes,no,yes,yes,no,yes,yes,no,not at all,a little,very,very,a little,very,not at all,not at all,moderately
4531,French,France,20210521,Women 21-25,0.8028759325112382, , , , , , , , , ,Centre,22,woman,France: Centre,very,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,moderately,yes,prefer not to say,no,no,prefer not to say,yes,no,no,no,a little,not at all,not at all,a little,not at all,moderately,not at all,not at all,moderately
4532,English,United Kingdom,20210521,Women 16-20,0.973762230263565, , ,Midlands, , , , , , , ,19,woman,United Kingdom: Midlands,moderately,yes,no,no,no,prefer not to say,prefer not to say,prefer not to say,no,prefer not to say,prefer not to say,no,no,prefer not to say,no,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,I don't talk to other people about climate change,moderately,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
4533,English,United States,20210521,Women 16-20,0.7880886902845492, ,South, , , , , , , , ,17,woman,United States: South,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,not at all,very,not at all,very,not at all,a little,moderately,not at all
4536,French,France,20210521,Men 16-20,1.0307517232772554, , , , , , , , , ,North East,18,man,France: North East,moderately,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,moderately,no,yes,yes,no,no,yes,no,no,yes,very,moderately,extremely,moderately,moderately,a little,very,very,a little
4537,English,United Kingdom,20210521,Women 21-25,0.9122757883172335, , ,South, , , , , , , ,21,woman,United Kingdom: South,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,moderately,no,no,no,no,no,no,yes,no,no,a little,a little,very,moderately,moderately,a little,a little,a little,very
4539,Portuguese,Portugal,20210521,Men 16-20,1.3092636112720801, , , , , , , ,North, , ,20,man,Portugal: North,moderately,no,no,no,no,yes,no,no,prefer not to say,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,moderately,no,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,moderately,not at all,not at all,not at all,not at all,a little
4540,English,Nigeria,20210521,Women 21-25,0.48546618435553623, , , , ,South South, , , , , ,25,woman,Nigeria: South South,extremely,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,no,yes,yes,yes,yes,yes,no,a little,moderately,not at all,a little,a little,a little,a little,not at all,very
4542,Finnish,Finland,20210521,Men 16-20,1.003880491296018, , , , , , ,West Finland, , , ,20,man,Finland: West Finland,moderately,no,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,a little,no,yes,no,yes,no,no,yes,no,yes,moderately,a little,moderately,very,very,moderately,extremely,extremely,a little
4544,Finnish,Finland,20210521,Women 16-20,1.1573713358730597, , , , , , ,West Finland, , , ,20,woman,Finland: West Finland,a little,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,a little,yes,no,no,yes,yes,prefer not to say,yes,yes,no,a little,not at all,not at all,moderately,a little,a little,a little,not at all,a little
4546,Portuguese,Brazil,20210521,Women 21-25,0.6954755054454548, , , , , , , , ,South, ,21,woman,Brazil: South,very,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,not at all,no,no,yes,no,no,yes,yes,yes,yes,moderately,a little,a little,moderately,a little,moderately,a little,moderately,moderately
4547,English,United States,20210521,Women 21-25,1.239095865185164, ,South, , , , , , , , ,22,woman,United States: South,moderately,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,extremely,not at all,very,not at all,moderately,moderately,not at all
4548,Portuguese,Portugal,20210521,Women 16-20,1.3996835151754006, , , , , , , ,Lisboa & Tagus Valley, , ,20,woman,Portugal: Lisboa & Tagus Valley,moderately,no,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,a little,no,no,no,no,yes,no,yes,yes,yes,a little,a little,moderately,not at all,moderately,not at all,not at all,not at all,not at all
4549,English,United Kingdom,20210521,Men 21-25,1.0116501145844623, , ,Midlands, , , , , , , ,21,man,United Kingdom: Midlands,a little,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,a little,yes,no,no,no,yes,no,yes,yes,yes,moderately,moderately,a little,a little,a little,a little,a little,not at all,moderately
4552,French,France,20210521,Men 16-20,0.9707145076462869, , , , , , , , , ,Centre,20,man,France: Centre,very,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,moderately,yes,yes,yes,no,no,no,no,no,no,very,very,a little,moderately,not at all,a little,a little,moderately,extremely
4553,English,United Kingdom,20210521,Women 16-20,0.973762230263565, , ,Midlands, , , , , , , ,18,woman,United Kingdom: Midlands,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,prefer not to say,no,no,yes,yes,yes,yes,yes,yes,yes,not at all,yes,no,yes,no,no,no,yes,yes,yes,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all
4554,English,India,20210521,Men 16-20,1.4754948727237758, , , ,North India, , , , , , ,19,man,India: North India,moderately,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,moderately,yes,yes,yes,yes,yes,yes,no,yes,yes,moderately,moderately,very,a little,very,very,moderately,moderately,very
